PLAYDATA Board801, random100, random100 : 0, 1, 0
PLAYDATA Board814, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, MC-100, random100 : 0, 1, 0
PLAYDATA Board814, MC-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board814, MC-100, MC-100 : 0, 1, 0
PLAYDATA Board814, MC-100, MCT : 0, 1, 0
PLAYDATA Board814, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, MCT, random100 : 1, 0, 0
PLAYDATA Board814, MCT, hyouka-0-100 : 0, 1, 0
PLAYDATA Board814, MCT, MC-100 : 0, 1, 0
PLAYDATA Board814, MCT, MCT : 0, 1, 0
PLAYDATA Board814, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board814, EPT_MCT1730, hyouka-0-100 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, MC-100 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board814, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board814, EPT_MCT8500, hyouka-0-100 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, MC-100 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board814, EPT_MCT8500, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board814, AlphaBeta1, hyouka-0-100 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, MCT : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, random100 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board814, AlphaBeta2, MC-100 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, MCT : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, random100 : 0, 0, 1
PLAYDATA Board814, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board814, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board814, AlphaBeta4, MCT : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, AlphaBeta1 : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, AlphaBeta2 : 0, 1, 0
PLAYDATA Board814, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, random100, random100 : 1, 0, 0
PLAYDATA Board815, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board815, random100, MC-100 : 0, 1, 0
PLAYDATA Board815, random100, MCT : 0, 1, 0
PLAYDATA Board815, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board815, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board815, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board815, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board815, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board815, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, MCT : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board815, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, MC-100, random100 : 1, 0, 0
PLAYDATA Board815, MC-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, MC-100, MC-100 : 0, 1, 0
PLAYDATA Board815, MC-100, MCT : 0, 1, 0
PLAYDATA Board815, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board815, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board815, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board815, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board815, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, MCT, random100 : 1, 0, 0
PLAYDATA Board815, MCT, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, MCT, MC-100 : 1, 0, 0
PLAYDATA Board815, MCT, MCT : 0, 1, 0
PLAYDATA Board815, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board815, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board815, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board815, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board815, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, AlphaBeta2 : 1, 0, 0
PLAYDATA Board815, EPT_MCT1730, AlphaBeta4 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board815, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta1, MC-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta1, MCT : 1, 0, 0
PLAYDATA Board815, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board815, AlphaBeta1, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board815, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board815, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board815, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board815, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, AlphaBeta2 : 1, 0, 0
PLAYDATA Board815, AlphaBeta2, AlphaBeta4 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board815, AlphaBeta4, AlphaBeta4 : 1, 0, 0
PLAYDATA Board816, random100, random100 : 0, 1, 0
PLAYDATA Board816, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board816, random100, MC-100 : 0, 1, 0
PLAYDATA Board816, random100, MCT : 0, 1, 0
PLAYDATA Board816, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board816, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board816, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board816, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, MCT : 1, 0, 0
PLAYDATA Board816, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board816, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, MC-100, random100 : 1, 0, 0
PLAYDATA Board816, MC-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, MC-100, MC-100 : 1, 0, 0
PLAYDATA Board816, MC-100, MCT : 1, 0, 0
PLAYDATA Board816, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, MC-100, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board816, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, MCT, random100 : 1, 0, 0
PLAYDATA Board816, MCT, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, MCT, MC-100 : 1, 0, 0
PLAYDATA Board816, MCT, MCT : 1, 0, 0
PLAYDATA Board816, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board816, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board816, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, EPT_MCT1730, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, AlphaBeta2 : 1, 0, 0
PLAYDATA Board816, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board816, EPT_MCT8500, AlphaBeta4 : 1, 0, 0
PLAYDATA Board816, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board816, AlphaBeta1, MCT : 1, 0, 0
PLAYDATA Board816, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board816, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, AlphaBeta1, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board816, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, AlphaBeta2 : 1, 0, 0
PLAYDATA Board816, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board816, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board816, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board816, AlphaBeta4, AlphaBeta4 : 1, 0, 0
PLAYDATA Board817, random100, random100 : 1, 0, 0
PLAYDATA Board817, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board817, random100, MC-100 : 0, 1, 0
PLAYDATA Board817, random100, MCT : 0, 1, 0
PLAYDATA Board817, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board817, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board817, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board817, hyouka-0-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, MCT : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, MC-100, random100 : 1, 0, 0
PLAYDATA Board817, MC-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, MC-100, MC-100 : 1, 0, 0
PLAYDATA Board817, MC-100, MCT : 0, 1, 0
PLAYDATA Board817, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board817, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board817, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, MCT, random100 : 1, 0, 0
PLAYDATA Board817, MCT, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, MCT, MC-100 : 1, 0, 0
PLAYDATA Board817, MCT, MCT : 1, 0, 0
PLAYDATA Board817, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board817, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board817, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, EPT_MCT1730, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, AlphaBeta2 : 1, 0, 0
PLAYDATA Board817, EPT_MCT1730, AlphaBeta4 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, EPT_MCT1730 : 0, 0, 1
PLAYDATA Board817, EPT_MCT8500, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board817, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta1, MC-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta1, MCT : 0, 1, 0
PLAYDATA Board817, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board817, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board817, AlphaBeta1, AlphaBeta1 : 1, 0, 0
PLAYDATA Board817, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board817, AlphaBeta2, AlphaBeta2 : 0, 1, 0
PLAYDATA Board817, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board817, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board817, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, random100, random100 : 0, 1, 0
PLAYDATA Board818, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board818, random100, MC-100 : 0, 1, 0
PLAYDATA Board818, random100, MCT : 0, 1, 0
PLAYDATA Board818, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board818, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board818, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board818, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board818, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board818, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, hyouka-0-100, MC-100 : 1, 0, 0
PLAYDATA Board818, hyouka-0-100, MCT : 1, 0, 0
PLAYDATA Board818, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board818, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board818, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board818, hyouka-0-100, AlphaBeta2 : 1, 0, 0
PLAYDATA Board818, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, MC-100, random100 : 1, 0, 0
PLAYDATA Board818, MC-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board818, MC-100, MC-100 : 0, 1, 0
PLAYDATA Board818, MC-100, MCT : 0, 1, 0
PLAYDATA Board818, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board818, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board818, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board818, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board818, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, MCT, random100 : 1, 0, 0
PLAYDATA Board818, MCT, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, MCT, MC-100 : 0, 1, 0
PLAYDATA Board818, MCT, MCT : 1, 0, 0
PLAYDATA Board818, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board818, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board818, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board818, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board818, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board818, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, EPT_MCT1730, MC-100 : 0, 1, 0
PLAYDATA Board818, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board818, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board818, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board818, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board818, EPT_MCT1730, AlphaBeta2 : 1, 0, 0
PLAYDATA Board818, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board818, EPT_MCT8500, AlphaBeta4 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board818, AlphaBeta1, MCT : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, AlphaBeta1 : 1, 0, 0
PLAYDATA Board818, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board818, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, AlphaBeta2 : 1, 0, 0
PLAYDATA Board818, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board818, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board818, AlphaBeta4, AlphaBeta1 : 1, 0, 0
